time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal,is_heating
1687859194.125106392s,93.25,26.5,40.25,25.75,62.75,25.875,true
1687859194.284476881s,93.25,26.5,39,25.75,63,25.875,true
1687859194.293655794s,93.25,26.5,39,25.75,63,25.875,true
1687859194.301193723s,93.25,26.5,39,25.75,63,25.875,true
1687859194.308804651s,93.25,26.5,39,25.75,62.75,25.875,true
1687859194.316832575s,93.25,26.5,39,25.75,62.75,25.875,true
1687859194.324332503s,93.25,26.5,39,25.75,62.75,25.875,true
1687859194.332421427s,93.25,26.5625,39,25.75,62.75,25.875,true
1687859194.341030345s,93.25,26.5625,39,25.75,62.75,25.875,true
1687859194.348704272s,93.25,26.5625,39.25,25.75,62.75,25.875,true
1687859194.508344759s,93.5,26.5,39.75,25.75,63,25.875,true
1687859194.51768567s,93.5,26.5,39.75,25.75,63,25.875,true
1687859194.52717758s,93.5,26.5,39.75,25.75,63,25.875,true
1687859194.53248753s,93.5,26.5,39.75,25.75,62.5,25.875,true
1687859194.541121448s,93.5,26.5,39.75,25.75,62.5,25.875,true
1687859194.548826375s,93.5,26.5,39.75,25.75,62.5,25.875,true
1687859194.556962298s,93.5,26.5,39.75,25.75,62.5,25.875,true
1687859194.565288219s,93.5,26.5,37.5,25.75,62.5,25.875,true
1687859194.574008136s,93.5,26.5,37.5,25.75,62.5,25.875,true
1687859194.581265067s,93.5,26.5,37.5,25.75,62.5,25.875,true
1687859194.588920995s,93.5,26.5,37.5,25.75,62.5,25.875,true
1687859194.597268916s,93.5,26.5,37.5,25.75,62.5,25.875,true
1687859194.605126841s,93.5,26.5,37.5,25.75,62.25,25.875,true
1687859194.61369676s,93.5,26.5,37.5,25.75,62.25,25.875,true
1687859194.620365697s,93.5,26.5,37.5,25.75,62.25,25.875,true
1687859194.628579619s,93.5,26.5,37.5,25.75,62.25,25.875,true
1687859194.636685542s,93.5,26.5,37.5,25.75,62.25,25.875,true
1687859194.644989463s,93.5,26.5,41,25.75,62.25,25.875,true
1687859194.804324952s,93.75,26.5,37.75,25.75,63,25.875,true
1687859194.812482875s,93.75,26.5,37.75,25.75,63,25.875,true
1687859194.821095793s,93.75,26.5,37.75,25.75,63,25.875,true
1687859194.828351725s,93.75,26.5,37.75,25.75,61.25,25.875,true
1687859194.836425648s,93.75,26.5,37.75,25.75,61.25,25.875,true
1687859194.845003567s,93.75,26.5,37.75,25.75,61.25,25.875,true
1687859194.852512496s,93.75,26.5,37.75,25.75,61.25,25.875,true
1687859194.861117414s,93.75,26.5,37.75,25.75,61.25,25.875,true
1687859194.869244337s,93.75,26.5,39.75,25.75,61.25,25.875,true
1687859195.028682825s,93.75,26.5,39.75,25.75,63,25.875,true
1687859195.036310753s,93.75,26.5,39.75,25.75,63,25.875,true
1687859195.044880672s,93.75,26.5,39.75,25.75,63,25.875,true
1687859195.0524506s,93.75,26.5,39.75,25.75,62,25.875,true
1687859195.060230526s,93.75,26.5,39.75,25.75,62,25.875,true
1687859195.06827845s,93.75,26.5,39.75,25.75,62,25.875,true
1687859195.076778369s,93.75,26.5,39.75,25.75,62,25.875,true
1687859195.084346297s,93.75,26.5,38,25.75,62,25.875,true
1687859195.092843217s,93.75,26.5,38,25.75,62,25.875,true
1687859195.100444145s,93.75,26.5,38,25.75,62,25.875,true
1687859195.109011064s,93.75,26.5,38,25.75,62,25.875,true
1687859195.116510992s,93.75,26.5,38,25.75,62,25.875,true
1687859195.125044912s,93.75,26.5,38,25.75,61.25,25.875,true
1687859195.132977836s,93.75,26.5,38,25.75,61.25,25.875,true
1687859195.141089759s,93.75,26.5,38,25.75,61.25,25.875,true
1687859195.148316691s,93.75,26.5,38,25.75,61.25,25.875,true
1687859195.15685661s,93.75,26.5,38,25.75,61.25,25.875,true
1687859195.164419538s,93.75,26.5,41.5,25.75,61.25,25.875,true
1687859195.173130456s,93.75,26.5,41.5,25.75,61.25,25.875,true
1687859195.180896382s,93.75,26.5,41.5,25.75,61.25,25.875,true
1687859195.188591309s,93.75,26.5,41.5,25.75,61.25,25.875,true
1687859195.197145228s,93.75,26.5,41.5,25.75,61.25,25.875,true
1687859195.204720156s,93.75,26.5,41.5,25.75,61.75,25.875,true
1687859195.212263085s,93.75,26.5,41.5,25.75,61.75,25.875,true
1687859195.220940002s,93.75,26.5,41.5,25.75,61.75,25.875,true
1687859195.228692929s,93.75,26.5,41.5,25.75,61.75,25.875,true
1687859195.236229857s,93.75,26.5,41,25.75,61.75,25.875,true
1687859195.244739777s,93.75,26.5,41,25.75,61.75,25.875,true
1687859195.252309705s,94,26.5,41,25.75,61.75,25.875,true
1687859195.260930623s,94,26.5,41,25.75,61.75,25.875,true
1687859195.268886548s,94,26.5,41,25.75,61.75,25.875,true
1687859195.276608474s,94,26.5,41,25.75,61.75,25.875,true
1687859195.285155393s,94,26.5,41,25.75,61.75,25.875,true
1687859195.292258326s,94,26.5,41,25.75,61.75,25.875,true
1687859195.300938244s,94,26.5,41,25.75,61.75,25.875,true
1687859195.309147166s,94,26.5,38,25.75,61.75,25.875,true
1687859195.316863093s,94,26.5,38,25.75,61.75,25.875,true
1687859195.325086015s,94,26.5,38,25.75,61.75,25.875,true
1687859195.332613943s,94,26.5,38,25.75,61.75,25.875,true
1687859195.341079863s,94,26.5,38,25.75,61.75,25.875,true
1687859195.348747791s,94,26.5,38,25.75,62.25,25.875,true
1687859195.357060712s,94,26.5,38,25.75,62.25,25.875,true
1687859195.365303634s,94,26.5,38,25.75,62.25,25.875,true
1687859195.372767563s,94,26.5,38,25.75,62.25,25.875,true
1687859195.381659478s,94,26.5,40.25,25.75,62.25,25.875,true
1687859195.389150407s,94,26.5,40.25,25.75,62.25,25.875,true
1687859195.548907893s,94.25,26.5,39.25,25.75,62.75,25.875,true
1687859195.557129815s,94.25,26.5,39.25,25.75,62.75,25.875,true
1687859195.564569744s,94.25,26.5,39.25,25.75,62.75,25.875,true
1687859195.572791666s,94.25,26.5,39.25,25.75,62.5,25.875,true
1687859195.580415594s,94.25,26.5,39.25,25.75,62.5,25.875,true
1687859195.589034512s,94.25,26.5,39.25,25.75,62.5,25.875,true
1687859195.596732439s,94.25,26.5,39.25,25.75,62.5,25.875,true
1687859195.604301367s,94.25,26.5,39,25.75,62.5,25.875,true
1687859195.612827287s,94.25,26.5,39,25.75,62.5,25.875,true
1687859195.620416215s,94.25,26.5,39,25.75,62.5,25.875,true
1687859195.629027133s,94.25,26.5,39,25.75,62.5,25.875,true
1687859195.636589061s,94.25,26.5,39,25.75,62.5,25.875,true
1687859195.645999972s,94.25,26.5,39,25.75,62,25.875,true
1687859195.652867907s,94.25,26.5,39,25.75,62,25.875,true
1687859195.66101183s,94.25,26.5,39,25.75,62,25.875,true
1687859195.668657757s,94.25,26.5,39,25.75,62,25.875,true
1687859195.677153677s,94.25,26.5,42.5,25.75,62,25.875,true
1687859195.6852636s,94.25,26.5,42.5,25.75,62,25.875,true
1687859195.693897518s,94.25,26.5,42.5,25.75,62,25.875,true
1687859195.700696454s,94.25,26.5,42.5,25.75,62,25.875,true
1687859195.708323381s,94.25,26.5,42.5,25.75,62,25.875,true
1687859195.7168553s,94.25,26.5,42.5,25.75,62,25.875,true
1687859195.724383229s,94.25,26.5,42.5,25.75,62.5,25.875,true
1687859195.733082146s,94.25,26.5,42.5,25.75,62.5,25.875,true
1687859195.740669075s,94.25,26.5,42.5,25.75,62.5,25.875,true
1687859195.748302002s,94.25,26.5,42.5,25.75,62.5,25.875,true
1687859195.756818921s,94.25,26.5,40,25.75,62.5,25.875,true
1687859195.764414849s,94.25,26.5,40,25.75,62.5,25.875,true
1687859195.773002768s,94.25,26.5,40,25.75,62.5,25.875,true
1687859195.780963692s,94.25,26.5,40,25.75,62.5,25.875,true
1687859195.789179615s,94.25,26.5,40,25.75,62.5,25.875,true
1687859195.796716543s,94.25,26.5,40,25.75,60.25,25.875,true
1687859195.804573469s,94.25,26.5,40,25.75,60.25,25.875,true
1687859195.813098388s,94.25,26.5,40,25.75,60.25,25.875,true
1687859195.820686316s,94.25,26.5,40,25.75,60.25,25.875,true
1687859195.828344243s,94.25,26.5,37.75,25.75,60.25,25.875,true
1687859195.836873162s,94.25,26.5,37.75,25.75,60.25,25.875,true
1687859195.844441091s,94.25,26.5,37.75,25.75,60.25,25.875,true
1687859195.85298901s,94.25,26.5,37.75,25.75,60.25,25.875,true
1687859195.860689937s,94.25,26.5,37.75,25.75,60.25,25.875,true
1687859195.868517862s,94.25,26.5,37.75,25.75,61.75,25.875,true
1687859195.876627785s,94.25,26.5,37.75,25.75,61.75,25.875,true
1687859195.885180704s,94.25,26.5,37.75,25.75,61.75,25.875,true
1687859195.892713633s,94.25,26.5,37.75,25.75,61.75,25.875,true
1687859195.900951555s,94.25,26.5,41,25.75,61.75,25.875,true
1687859195.909489474s,94.25,26.5,41,25.75,61.75,25.875,true
1687859196.060653041s,94.5,26.5,38.5,25.75,62.75,25.875,true
1687859196.070136951s,94.5,26.5,38.5,25.75,62.75,25.875,true
1687859196.076844887s,94.5,26.5,38.5,25.75,62.75,25.875,true
1687859196.085036809s,94.5,26.5,38.5,25.75,62.75,25.875,true
1687859196.092542738s,94.5,26.5,38.5,25.75,61.5,25.875,true
1687859196.101190656s,94.5,26.5,38.5,25.75,61.5,25.875,true
1687859196.108793584s,94.5,26.5,38.5,25.75,61.5,25.875,true
1687859196.116304513s,94.5,26.5,38.5,25.75,61.5,25.875,true
1687859196.124997431s,94.5,26.5,39.5,25.75,61.5,25.875,true
1687859196.132526359s,94.5,26.5,39.5,25.75,61.5,25.875,true
1687859196.284226921s,94.75,26.5,40.25,25.75,62.75,25.875,true
1687859196.292342844s,94.75,26.5,40.25,25.75,62.75,25.875,true
1687859196.300965762s,94.75,26.5,40.25,25.75,62.75,25.875,true
1687859196.308226693s,94.75,26.5,40.25,25.75,62.75,25.875,true
1687859196.316789612s,94.75,26.5,40.25,25.75,61.75,25.875,true
1687859196.324335541s,94.75,26.5,40.25,25.75,61.75,25.875,true
1687859196.333117457s,94.75,26.5,40.25,25.75,61.75,25.875,true
1687859196.341858374s,94.75,26.5,40.25,25.75,61.75,25.875,true
1687859196.348535311s,94.75,26.5,38.75,25.75,61.75,25.875,true
1687859196.356703234s,94.75,26.5,38.75,25.75,61.75,25.875,true
1687859196.364222162s,94.75,26.5,38.75,25.75,61.75,25.875,true
1687859196.372775081s,94.75,26.5,38.75,25.75,61.75,25.875,true
1687859196.380406009s,94.75,26.5,38.75,25.75,61.75,25.875,true
1687859196.389050927s,94.75,26.5,38.75,25.75,62.25,25.875,true
1687859196.396611855s,94.75,26.5,38.75,25.75,62.25,25.875,true
1687859196.405176774s,94.75,26.5,38.75,25.75,62.25,25.875,true
1687859196.412734702s,94.75,26.5,38.75,25.75,62.25,25.875,true
1687859196.42038863s,94.75,26.5,41,25.75,62.25,25.875,true
1687859196.429009548s,94.75,26.5,41,25.75,62.25,25.875,true
1687859196.436690475s,94.75,26.5,41,25.75,62.25,25.875,true
1687859196.444283403s,94.75,26.5,41,25.75,62.25,25.875,true
1687859196.452839322s,94.75,26.5,41,25.75,62.25,25.875,true
1687859196.46041525s,94.75,26.5,41,25.8125,62.25,25.875,true
1687859196.469119168s,94.75,26.5,41,25.8125,62.25,25.875,true
1687859196.476964093s,94.75,26.5,41,25.8125,62.25,25.875,true
1687859196.485134016s,94.75,26.5,41,25.8125,62.25,25.875,true
1687859196.492228949s,94.75,26.5,41,25.8125,62.25,25.875,true
1687859196.500875867s,94.75,26.5,41.25,25.8125,62.25,25.875,true
1687859196.509100789s,94.75,26.5,41.25,25.8125,62.25,25.9375,true
1687859196.516658717s,94.75,26.5,41.25,25.8125,62.25,25.9375,true
1687859196.524234645s,94.75,26.5,41.25,25.8125,62.25,25.9375,true
1687859196.532805564s,94.75,26.5,41.25,25.75,62.25,25.9375,true
1687859196.540493491s,94.75,26.5,41.25,25.75,61.75,25.9375,true
1687859196.548395416s,94.75,26.5,41.25,25.75,61.75,25.9375,true
1687859196.558797317s,94.75,26.5,41.25,25.75,61.75,25.9375,true
1687859196.564999259s,94.75,26.5,41.25,25.75,61.75,25.9375,true
1687859196.573639177s,94.75,26.5,38.25,25.75,61.75,25.9375,true
1687859196.581170105s,94.75,26.5,38.25,25.75,61.75,25.875,true
1687859196.588830033s,94.75,26.5,38.25,25.75,61.75,25.875,true
1687859196.596400961s,94.75,26.5,38.25,25.75,61.75,25.875,true
1687859196.60496888s,94.75,26.5,38.25,25.75,61.75,25.875,true
1687859196.612504808s,94.75,26.5,38.25,25.75,62,25.875,true
1687859196.621102727s,94.75,26.5,38.25,25.75,62,25.875,true
1687859196.628753654s,94.75,26.5,38.25,25.75,62,25.875,true
1687859196.636289583s,94.75,26.5,38.25,25.75,62,25.875,true
1687859196.644943501s,94.75,26.5,40.5,25.75,62,25.875,true
1687859196.652460429s,94.75,26.5,40.5,25.75,62,25.875,true
1687859196.804509988s,95,26.5,39.25,25.6875,62.75,25.875,true
1687859196.813007907s,95,26.5,39.25,25.6875,62.75,25.875,true
1687859196.820645835s,95,26.5,39.25,25.6875,62.75,25.875,true
1687859196.828247763s,95,26.5,39.25,25.6875,62.75,25.875,true
1687859196.836772682s,95,26.5,39.25,25.75,61.25,25.875,true
1687859196.84432461s,95,26.5,39.25,25.75,61.25,25.875,true
1687859196.853170526s,95,26.5,39.25,25.75,61.25,25.875,true
1687859196.860666455s,95,26.5,39.25,25.75,61.25,25.875,true
1687859196.868880377s,95,26.5,39,25.75,61.25,25.875,true
1687859196.8770643s,95,26.5,39,25.75,61.25,25.9375,true
1687859196.884639228s,95,26.5,39,25.75,61.25,25.9375,true
1687859196.893136147s,95,26.5,39,25.75,61.25,25.9375,true
1687859196.900429078s,95,26.5,39,25.75,61.25,25.9375,true
1687859196.909037997s,95,26.5,39,25.75,61.25,25.9375,true
1687859196.916596925s,95,26.5,39,25.75,61.75,25.9375,true
1687859196.925176844s,95,26.5,39,25.75,61.75,25.9375,true
1687859196.932712772s,95,26.5,39,25.75,61.75,25.9375,true
1687859196.940259701s,95,26.5,42.25,25.75,61.75,25.9375,true
1687859196.948385624s,95,26.5,42.25,25.75,61.75,25.9375,true
1687859196.956936543s,95,26.5,42.25,25.75,61.75,25.875,true
1687859196.964869467s,95,26.5,42.25,25.75,61.75,25.875,true
1687859196.972386396s,95,26.5,42.25,25.75,61.75,25.875,true
1687859196.980239322s,95,26.5,42.25,25.75,61.75,25.875,true
1687859196.98886224s,95,26.5,42.25,25.75,62,25.875,true
1687859196.996411168s,95,26.5,42.25,25.75,62,25.875,true
1687859197.004963087s,95,26.5,42.25,25.75,62,25.875,true
1687859197.012511016s,95,26.5,40.75,25.75,62,25.875,true
1687859197.021142934s,95,26.5,40.75,25.75,62,25.875,true
1687859197.028764862s,95,26.5,40.75,25.75,62,25.9375,true
1687859197.03634879s,95,26.5,40.75,25.75,62,25.9375,true
1687859197.044410713s,95,26.5,40.75,25.75,62,25.9375,true
1687859197.052976632s,95,26.5,40.75,25.75,62,25.9375,true
1687859197.06060156s,95,26.5,40.75,25.75,61.75,25.9375,true
1687859197.068790482s,95,26.5,40.75,25.75,61.75,25.9375,true
1687859197.07638741s,95,26.5,40.75,25.75,61.75,25.9375,true
1687859197.084578332s,95,26.5,40.75,25.75,61.75,25.9375,true
1687859197.093085252s,95,26.5,38.5,25.75,61.75,25.9375,true
1687859197.100307183s,95,26.5,38.5,25.75,61.75,25.875,true
1687859197.108958101s,95.25,26.5,38.5,25.75,61.75,25.875,true
1687859197.116523029s,95.25,26.5,38.5,25.75,61.75,25.875,true
1687859197.125110948s,95.25,26.5,38.5,25.75,61.75,25.875,true
1687859197.132646877s,95.25,26.5,38.5,25.75,61,25.875,true
1687859197.140802799s,95.25,26.5,38.5,25.75,61,25.875,true
1687859197.148491726s,95.25,26.5,38.5,25.75,61,25.875,true
1687859197.157045645s,95.25,26.5,38.5,25.75,61,25.875,true
1687859197.164606574s,95.25,26.5,40.75,25.75,61,25.875,true
1687859197.324429058s,95.25,26.5,39.25,25.75,62.75,25.875,true
1687859197.333162975s,95.25,26.5,39.25,25.75,62.75,25.875,true
1687859197.340738904s,95.25,26.5,39.25,25.75,62.75,25.875,true
1687859197.349132824s,95.25,26.5,39.25,25.75,62.75,25.875,true
1687859197.356668752s,95.25,26.5,39.25,25.75,62,25.875,true
1687859197.364212681s,95.25,26.5,39.25,25.75,62,25.875,true
1687859197.3727576s,95.25,26.5,39.25,25.75,62,25.875,true
1687859197.381253519s,95.25,26.5,39.25,25.75,62,25.875,true
1687859197.388420451s,95.25,26.5,39.5,25.75,62,25.875,true
1687859197.548665932s,95.5,26.5,40.25,25.75,62.5,25.875,true
1687859197.556838855s,95.5,26.5,40.25,25.75,62.5,25.875,true
1687859197.564919778s,95.5,26.5,40.25,25.75,62.5,25.875,true
1687859197.573069701s,95.5,26.5,40.25,25.75,62.5,25.875,true
1687859197.580951626s,95.5,26.5,40.25,25.75,62.25,25.875,true
1687859197.588885551s,95.5,26.5,40.25,25.75,62.25,25.875,true
1687859197.597146472s,95.5,26.5,40.25,25.75,62.25,25.875,true
1687859197.604726401s,95.5,26.5,38.5,25.75,62.25,25.875,true
1687859197.612246329s,95.5,26.5,38.5,25.75,62.25,25.875,true
1687859197.621298243s,95.5,26.5,38.5,25.75,62.25,25.875,true
1687859197.629482166s,95.5,26.5,38.5,25.75,62.25,25.875,true
1687859197.637123093s,95.5,26.5,38.5,25.75,62.25,25.875,true
1687859197.644624022s,95.5,26.5,38.5,25.75,62.25,25.875,true
1687859197.652945943s,95.5,26.5,38.5,25.75,62,25.875,true
1687859197.660513872s,95.5,26.5,38.5,25.75,62,25.875,true
1687859197.66915979s,95.5,26.5,38.5,25.75,62,25.875,true
1687859197.676327722s,95.5,26.5,38.5,25.75,62,25.875,true
1687859197.68493064s,95.5,26.5,41.5,25.75,62,25.875,true
1687859197.844796124s,95.75,26.5,38.25,25.75,62.75,25.875,true
1687859197.853608041s,95.75,26.5,38.25,25.75,62.75,25.875,true
1687859197.860762973s,95.75,26.5,38.25,25.75,62.75,25.875,true
1687859197.868520899s,95.75,26.5,38.25,25.75,62.75,25.875,true
1687859197.877069818s,95.75,26.5,38.25,25.75,61.5,25.875,true
1687859197.884614747s,95.75,26.5,38.25,25.75,61.5,25.875,true
1687859197.89269267s,95.75,26.5,38.25,25.75,61.5,25.875,true
1687859197.900372597s,95.75,26.5,38.25,25.75,61.5,25.875,true
1687859197.90955951s,95.75,26.5,40.25,25.75,61.5,25.875,true
1687859198.068582003s,96,26.5,40,25.75,62.5,25.875,true
1687859198.077551917s,96,26.5,40,25.75,62.5,25.875,true
1687859198.085030847s,96,26.5,40,25.75,62.5,25.875,true
1687859198.09315877s,96,26.5,40,25.75,62.5,25.875,true
1687859198.100877696s,96,26.5,40,25.75,62.25,25.875,true
1687859198.109060619s,96,26.5,40,25.75,62.25,25.875,true
1687859198.116545548s,96,26.5,40,25.75,62.25,25.875,true
1687859198.124410473s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.132950392s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.141103315s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.148749242s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.156280171s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.164484093s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.173016012s,96,26.5,38.75,25.75,62.25,25.875,true
1687859198.18063694s,96,26.5,38.75,25.75,61.75,25.875,true
1687859198.188275868s,96,26.5,38.75,25.75,61.75,25.875,true
1687859198.196812787s,96,26.5,38.75,25.75,61.75,25.875,true
1687859198.204405715s,96,26.5,42.25,25.75,61.75,25.875,true
1687859198.212910634s,96,26.5,42.25,25.75,61.75,25.875,true
1687859198.220546562s,96,26.5,42.25,25.75,61.75,25.875,true
1687859198.228400487s,96,26.5,42.25,25.75,61.75,25.875,true
1687859198.237403402s,96,26.5,42.25,25.75,61.75,25.875,true
1687859198.245161328s,96,26.5,42.25,25.75,61.75,25.875,true
1687859198.252999254s,96,26.5,42.25,25.75,61.5,25.875,true
1687859198.260639182s,96,26.5,42.25,25.75,61.5,25.875,true
1687859198.269319099s,96,26.5,42.25,25.75,61.5,25.875,true
1687859198.276548031s,96,26.5,41.25,25.75,61.5,25.875,true
1687859198.284439956s,96,26.5,41.25,25.75,61.5,25.875,true
1687859198.293387871s,96,26.5,41.25,25.75,61.5,25.875,true
1687859198.301217797s,96,26.5,41.25,25.75,61.5,25.875,true
1687859198.309185721s,96,26.5,41.25,25.75,61.5,25.875,true
1687859198.317527642s,96,26.5,41.25,25.75,61.5,25.875,true
1687859198.324843573s,96,26.5,41.25,25.75,61,25.875,true
1687859198.332404501s,96,26.5,41.25,25.75,61,25.875,true
1687859198.341194418s,96,26.5,41.25,25.75,61,25.875,true
1687859198.349535339s,96,26.5,38.5,25.75,61,25.875,true
1687859198.357158266s,96,26.5,38.5,25.75,61,25.875,true
1687859198.364679195s,96,26.5,38.5,25.75,61,25.875,true
1687859198.372225124s,96,26.5,38.5,25.75,61,25.875,true
1687859198.380839042s,96,26.5,38.5,25.75,61,25.875,true
1687859198.388571969s,96,26.5,38.5,25.75,61,25.875,true
1687859198.397069888s,96,26.5,38.5,25.75,60.75,25.875,true
1687859198.40421382s,96,26.5,38.5,25.75,60.75,25.875,true
1687859198.412814739s,96,26.5,38.5,25.75,60.75,25.875,true
1687859198.420382667s,96,26.5,40.5,25.75,60.75,25.875,true
1687859198.429193583s,96,26.5,40.5,25.75,60.75,25.875,true
1687859198.580517149s,96,26.5,39.75,25.75,62.5,25.875,true
1687859198.588291075s,96.25,26.5,39.75,25.75,62.5,25.9375,true
1687859198.596444998s,96.25,26.5,39.75,25.75,62.5,25.9375,true
1687859198.605016916s,96.25,26.5,39.75,25.75,62.5,25.9375,true
1687859198.612976841s,96.25,26.5,39.75,25.75,62.5,25.9375,true
1687859198.621136764s,96.25,26.5,39.75,25.75,62,25.9375,true
1687859198.628742691s,96.25,26.5,39.75,25.75,62,25.9375,true
1687859198.63628462s,96.25,26.5,39.75,25.75,62,25.9375,true
1687859198.644804539s,96.25,26.5,39.75,25.75,62,25.9375,true
1687859198.654050451s,96.25,26.5,39.75,25.75,62,25.9375,true
1687859198.66048839s,96.25,26.5,39.75,25.75,62,25.875,true
1687859198.668271317s,96.25,26.5,39.75,25.75,62,25.875,true
1687859198.676801236s,96.25,26.5,39.75,25.75,62,25.875,true
1687859198.684377164s,96.25,26.5,39.75,25.75,62,25.875,true
1687859198.692948083s,96.25,26.5,39.75,25.75,62,25.875,true
1687859198.700531011s,96.25,26.5,39.75,25.75,61.25,25.875,true
1687859198.709178929s,96.25,26.5,39.75,25.75,61.25,25.875,true
1687859198.716710857s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.724349785s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.732928704s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.740555631s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.748468556s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.75759147s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.765151398s,96.25,26.5,43,25.75,61.25,25.875,true
1687859198.772722326s,96.25,26.5,43,25.75,61,25.875,true
1687859198.780345254s,96.25,26.5,43,25.75,61,25.875,true
1687859198.789002172s,96.25,26.5,43,25.75,61,25.875,true
1687859198.7965411s,96.25,26.5,40.25,25.75,61,25.875,true
1687859198.805113019s,96.25,26.5,40.25,25.75,61,25.875,true
1687859198.812627948s,96.25,26.5,40.25,25.75,61,25.875,true
1687859198.820276875s,96.25,26.5,40.25,25.75,61,25.875,true
1687859198.829127791s,96.25,26.5,40.25,25.75,61,25.875,true
