time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal,is_heating
1687859188.780943063s,89.25,26.5,37.25,25.75,63,25.875,true
1687859188.78861099s,89.25,26.5,39.5,25.75,63,25.875,true
1687859188.948332476s,89.5,26.5,38,25.75,63.75,25.875,true
1687859188.95736339s,89.5,26.5,38,25.75,63.75,25.875,true
1687859188.964860319s,89.5,26.5,38,25.75,63.75,25.875,true
1687859188.972387248s,89.5,26.5,38,25.75,63.75,25.875,true
1687859188.981042166s,89.5,26.5,38,25.75,63.75,25.875,true
1687859188.988691093s,89.5,26.5,38,25.75,63.75,25.875,true
1687859188.997087014s,89.5,26.5,38,25.75,63.75,25.875,true
1687859189.004738941s,89.5,26.5,38,25.75,63.75,25.875,true
1687859189.012320869s,89.5,26.5,38.25,25.75,63.75,25.875,true
1687859189.020974787s,89.5,26.5,38.25,25.75,63.75,25.875,true
1687859189.028640714s,89.5,26.5,38.25,25.75,63,25.875,true
1687859189.037150634s,89.5,26.5,38.25,25.75,63,25.875,true
1687859189.044361565s,89.5,26.5,38.25,25.75,63,25.875,true
1687859189.052728486s,89.5,26.5,38.25,25.75,63,25.875,true
1687859189.060966408s,89.5,26.5,38.25,25.75,63,25.875,true
1687859189.068574336s,89.5,26.5,38.25,25.75,63,25.8125,true
1687859189.077129255s,89.5,26.5,38.25,25.75,63,25.8125,true
1687859189.084676183s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.093169103s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.100288035s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.108979953s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.117134875s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.124697804s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.132238732s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.14088565s,89.5,26.5,41.25,25.75,63,25.8125,true
1687859189.148534578s,89.5,26.5,41.25,25.75,63,25.875,true
1687859189.157083497s,89.5,26.5,38.75,25.75,63,25.875,true
1687859189.165381418s,89.5,26.5,38.75,25.75,63,25.875,true
1687859189.172930346s,89.5,26.5,38.75,25.75,63,25.875,true
1687859189.180574274s,89.5,26.5,38.75,25.75,63,25.875,true
1687859189.189182192s,89.5,26.5,38.75,25.75,63,25.875,true
1687859189.196732121s,89.5,26.5,38.75,25.6875,63,25.875,true
1687859189.20528504s,89.5,26.5,38.75,25.6875,63,25.875,true
1687859189.212740969s,89.5,26.5,38.75,25.6875,63,25.875,true
1687859189.220332897s,89.5,26.5,38.75,25.6875,63,25.875,true
1687859189.228986815s,89.5,26.5,36.75,25.6875,63,25.875,true
1687859189.237196737s,89.5,26.5,36.75,25.6875,63,25.875,true
1687859189.244765665s,89.75,26.5,36.75,25.6875,63,25.875,true
1687859189.252286594s,89.75,26.5,36.75,25.6875,62,25.875,true
1687859189.261248509s,89.75,26.5,36.75,25.6875,62,25.875,true
1687859189.268856437s,89.75,26.5,36.75,25.75,62,25.875,true
1687859189.276431365s,89.75,26.5,36.75,25.75,62,25.875,true
1687859189.284995284s,89.75,26.5,36.75,25.75,62,25.875,true
1687859189.293105207s,89.75,26.5,36.75,25.75,62,25.875,true
1687859189.300835134s,89.75,26.5,36.75,25.75,62,25.875,true
1687859189.30864506s,89.75,26.5,39.75,25.75,62,25.875,true
1687859189.46886354s,90,26.5,37.75,25.6875,63.5,25.875,true
1687859189.477025463s,90,26.5,37.75,25.6875,64,25.875,true
1687859189.484530392s,90,26.5,37.75,25.6875,64,25.875,true
1687859189.49320531s,90,26.5,37.75,25.75,64,25.875,true
1687859189.500797238s,90,26.5,37.75,25.75,64,25.875,true
1687859189.509227158s,90,26.5625,37.75,25.75,64,25.875,true
1687859189.516789086s,90,26.5625,37.75,25.75,64,25.875,true
1687859189.524358014s,90,26.5625,37.75,25.75,64,25.875,true
1687859189.532891933s,90,26.5625,38,25.75,64,25.875,true
1687859189.693077415s,90,26.5,39,25.75,63.5,25.875,true
1687859189.700369345s,90,26.5,39,25.75,63.75,25.875,true
1687859189.708574268s,90,26.5,39,25.75,63.75,25.875,true
1687859189.717138186s,90,26.5,39,25.75,63.75,25.875,true
1687859189.724702115s,90,26.5,39,25.75,63.75,25.875,true
1687859189.732225043s,90,26.5,39,25.75,63.75,25.875,true
1687859189.740866961s,90,26.5,39,25.75,63.75,25.875,true
1687859189.748525889s,90,26.5,37,25.75,63.75,25.875,true
1687859189.757070808s,90,26.5,37,25.75,63.75,25.875,true
1687859189.764627736s,90,26.5,37,25.75,63.75,25.875,true
1687859189.773141655s,90,26.5,37,25.75,63.5,25.875,true
1687859189.780904582s,90,26.5,37,25.75,63.5,25.875,true
1687859189.788664508s,90,26.5,37,25.75,63.5,25.875,true
1687859189.796492434s,90,26.5,37,25.75,63.5,25.875,true
1687859189.804985354s,90,26.5,37,25.75,63.5,25.875,true
1687859189.812809279s,90,26.5,37,25.75,63.5,25.875,true
1687859189.821019201s,90,26.5,37,25.75,63.5,25.875,true
1687859189.828720128s,90,26.5,40,25.75,63.5,25.875,true
1687859189.989045608s,90.25,26.5,37,25.6875,63.5,25.875,true
1687859189.997532528s,90.25,26.5,37,25.6875,63.75,25.875,true
1687859190.004943458s,90.25,26.5,37,25.6875,63.75,25.875,true
1687859190.012679384s,90.25,26.5,37,25.75,63.75,25.875,true
1687859190.020335312s,90.25,26.5,37,25.75,63.75,25.875,true
1687859190.028779232s,90.25,26.5,37,25.75,63.75,25.875,true
1687859190.037086153s,90.25,26.5,37,25.75,63.75,25.875,true
1687859190.044336084s,90.25,26.5,39,25.75,63.75,25.875,true
1687859190.052532006s,90.25,26.5,39,25.75,63.75,25.875,true
1687859190.204958561s,90.25,26.5,38.5,25.75,63.5,25.875,true
1687859190.213105484s,90.5,26.5,38.5,25.75,63.5,25.875,true
1687859190.221060409s,90.5,26.5,38.5,25.75,63.75,25.875,true
1687859190.228671336s,90.5,26.5,38.5,25.75,63.75,25.875,true
1687859190.236415263s,90.5,26.5,38.5,25.75,63.75,25.875,true
1687859190.244554186s,90.5,26.5,38.5,25.75,63.75,25.875,true
1687859190.253103105s,90.5,26.5,38.5,25.75,63.75,25.875,true
1687859190.260755032s,90.5,26.5,38.5,25.75,63.75,25.875,true
1687859190.26838896s,90.5,26.5,37.25,25.75,63.75,25.875,true
1687859190.276929879s,90.5,26.5,37.25,25.75,63.75,25.875,true
1687859190.284449807s,90.5,26.5,37.25,25.75,63.75,25.875,true
1687859190.292991726s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.300609654s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.308260582s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.316812501s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.324411429s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.333010347s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.340288278s,90.5,26.5,37.25,25.75,63,25.875,true
1687859190.3485152s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.35701012s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.364541048s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.373066967s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.380674895s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.388319823s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.396951741s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.40444567s,90.5,26.5,40.5,25.75,63,25.875,true
1687859190.413048588s,90.5,26.5,40.5,25.75,63,25.8125,true
1687859190.420819514s,90.5,26.5,40.25,25.75,63,25.8125,true
1687859190.429163435s,90.5,26.5,40.25,25.75,63,25.8125,true
1687859190.436678364s,90.5,26.5,40.25,25.75,63,25.8125,true
1687859190.444719288s,90.5,26.5,40.25,25.75,62.75,25.8125,true
1687859190.452312216s,90.5,26.5,40.25,25.75,62.75,25.8125,true
1687859190.460964134s,90.5,26.5,40.25,25.75,62.75,25.8125,true
1687859190.468630061s,90.5,26.5,40.25,25.75,62.75,25.8125,true
1687859190.476494987s,90.5,26.5,40.25,25.75,62.75,25.8125,true
1687859190.485729899s,90.5,26.5,40.25,25.75,62.75,25.875,true
1687859190.492264837s,90.5,26.5,37.25,25.75,62.75,25.875,true
1687859190.500879755s,90.5,26.5,37.25,25.75,62.75,25.875,true
1687859190.508535683s,90.5,26.5,37.25,25.75,62.75,25.875,true
1687859190.517102602s,90.5,26.5,37.25,25.75,63.5,25.875,true
1687859190.52468353s,90.5,26.5,37.25,25.75,63.5,25.875,true
1687859190.532355457s,90.5,26.5,37.25,25.75,63.5,25.875,true
1687859190.540660378s,90.5,26.5,37.25,25.75,63.5,25.875,true
1687859190.548985299s,90.5,26.5,37.25,25.75,63.5,25.875,true
1687859190.557144222s,90.5,26.5,37.25,25.75,63.5,25.875,true
1687859190.56471415s,90.5,26.5,39.5,25.75,63.5,25.875,true
1687859190.57321307s,90.5,26.5,39.5,25.75,63.5,25.875,true
1687859190.724666634s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.73343055s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.74082848s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.748511407s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.757071326s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.764602255s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.773102174s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.780711102s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.788254031s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.79679695s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.804282879s,90.75,26.5,38.25,25.75,63,25.875,true
1687859190.812959796s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.820894721s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.828535649s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.837104567s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.84527849s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.852342423s,90.75,26.5,38.25,25.75,63.5,25.875,true
1687859190.860708344s,90.75,26.5,41.5,25.75,63.5,25.875,true
1687859190.868937266s,90.75,26.5,41.5,25.75,63.5,25.875,true
1687859190.876503194s,91,26.5,41.5,25.75,63.5,25.875,true
1687859190.885072113s,91,26.5,41.5,25.75,63.5,25.875,true
1687859190.892575042s,91,26.5,41.5,25.75,63,25.875,true
1687859190.900233969s,91,26.5,41.5,25.75,63,25.875,true
1687859190.908776888s,91,26.5,41.5,25.75,63,25.875,true
1687859190.916767812s,91,26.5,41.5,25.75,63,25.875,true
1687859190.924973734s,91,26.5,41.5,25.75,63,25.875,true
1687859190.932499663s,91,26.5,41.5,25.75,63,25.875,true
1687859190.941333579s,91,26.5,39.25,25.75,63,25.875,true
1687859190.949115505s,91,26.5,39.25,25.75,63,25.875,true
1687859190.956962431s,91,26.5,39.25,25.75,63,25.875,true
1687859190.964559359s,91,26.5,39.25,25.75,62.75,25.875,true
1687859190.973091278s,91,26.5,39.25,25.75,62.75,25.875,true
1687859190.981212201s,91,26.5,39.25,25.75,62.75,25.875,true
1687859190.988896128s,91,26.5,39.25,25.75,62.75,25.875,true
1687859190.996442057s,91,26.5,39.25,25.75,62.75,25.875,true
1687859191.004982976s,91,26.5,39.25,25.75,62.75,25.875,true
1687859191.012548904s,91,26.5,37,25.75,62.75,25.875,true
1687859191.021114823s,91,26.5,37,25.75,62.75,25.875,true
1687859191.028894749s,91,26.5,37,25.75,62.75,25.875,true
1687859191.036431678s,91,26.5,37,25.75,63.5,25.875,true
1687859191.044999596s,91,26.5,37,25.75,63.5,25.875,true
1687859191.052706523s,91,26.5,37,25.75,63.5,25.875,true
1687859191.06041745s,91,26.5,37,25.75,63.5,25.875,true
1687859191.069037368s,91,26.5,37,25.75,63.5,25.875,true
1687859191.076569297s,91,26.5,37,25.75,63.5,25.875,true
1687859191.085138216s,91,26.5,40,25.75,63.5,25.875,true
1687859191.092697144s,91,26.5,40,25.75,63.5,25.875,true
1687859191.244268707s,91.25,26.5,38,25.75,63.5,25.875,true
1687859191.252814626s,91.25,26.5,38,25.75,63.5,25.875,true
1687859191.260602552s,91.25,26.5,38,25.75,63.25,25.875,true
1687859191.268602476s,91.25,26.5,38,25.75,63.25,25.875,true
1687859191.277151395s,91.25,26.5,38,25.75,63.25,25.875,true
1687859191.284717323s,91.25,26.5,38,25.75,63.25,25.875,true
1687859191.293027245s,91.25,26.5,38,25.75,63.25,25.875,true
1687859191.300632173s,91.25,26.5,38,25.75,63.25,25.875,true
1687859191.308228101s,91.25,26.5,38.25,25.75,63.25,25.875,true
1687859191.468501581s,91.25,26.5,39.25,25.75,63.25,25.875,true
1687859191.477181499s,91.25,26.5,39.25,25.75,63.25,25.875,true
1687859191.484568429s,91.25,26.5,39.25,25.75,63,25.875,true
1687859191.493235346s,91.25,26.5,39.25,25.75,63,25.875,true
1687859191.501171271s,91.25,26.5,39.25,25.75,63,25.875,true
1687859191.508823199s,91.25,26.5,39.25,25.75,63,25.875,true
1687859191.517273119s,91.25,26.5,39.25,25.75,63,25.875,true
1687859191.524873046s,91.25,26.5,39.25,25.75,63,25.875,true
1687859191.533118968s,91.25,26.5,37.5,25.75,63,25.875,true
1687859191.541682887s,91.25,26.5,37.5,25.75,63,25.875,true
1687859191.549729811s,91.25,26.5,37.5,25.75,63,25.875,true
1687859191.55822473s,91.25,26.5,37.5,25.75,62.75,25.875,true
1687859191.56565366s,91.25,26.5,37.5,25.75,62.75,25.875,true
1687859191.572923591s,91.25,26.5,37.5,25.75,62.75,25.875,true
1687859191.580645518s,91.25,26.5,37.5,25.75,62.75,25.875,true
1687859191.589517434s,91.25,26.5,37.5,25.75,62.75,25.875,true
1687859191.597153361s,91.25,26.5,37.5,25.75,62.75,25.875,true
1687859191.604709289s,91.25,26.5,40.25,25.75,62.75,25.875,true
1687859191.76498077s,91.5,26.5,37.25,25.75,63.25,25.875,true
1687859191.773088693s,91.5,26.5,37.25,25.75,63.25,25.875,true
1687859191.780625622s,91.5,26.5,37.25,25.75,63.5,25.875,true
1687859191.788231549s,91.5,26.5,37.25,25.75,63.5,25.875,true
1687859191.796957467s,91.5,26.5,37.25,25.6875,63.5,25.875,true
1687859191.804494395s,91.5,26.5,37.25,25.6875,63.5,25.875,true
1687859191.813027314s,91.5,26.5,37.25,25.6875,63.5,25.875,true
1687859191.820654242s,91.5,26.5,37.25,25.6875,63.5,25.875,true
1687859191.82827617s,91.5,26.5,39,25.6875,63.5,25.875,true
1687859191.988808648s,91.75,26.5,38.75,25.75,63.25,25.875,true
1687859191.997535565s,91.75,26.5,38.75,25.75,63.25,25.875,true
1687859192.004974494s,91.75,26.5,38.75,25.75,63,25.875,true
1687859192.012536423s,91.75,26.5,38.75,25.75,63,25.875,true
1687859192.02022535s,91.75,26.5,38.75,25.75,63,25.875,true
1687859192.028435272s,91.75,26.5,38.75,25.75,63,25.875,true
1687859192.036582195s,91.75,26.5,38.75,25.75,63,25.875,true
1687859192.044735117s,91.75,26.5,38.75,25.75,63,25.875,true
1687859192.05289604s,91.75,26.5,37.5,25.75,63,25.875,true
1687859192.061023963s,91.75,26.5,37.5,25.75,63,25.875,true
1687859192.06870089s,91.5,26.5,37.5,25.75,63,25.875,true
1687859192.076248819s,91.5,26.5,37.5,25.75,62,25.875,true
1687859192.084806737s,91.5,26.5,37.5,25.75,62,25.875,true
1687859192.092339666s,91.5,26.5,37.5,25.75,62,25.875,true
1687859192.100962584s,91.5,26.5,37.5,25.75,62,25.875,true
1687859192.108713511s,91.5,26.5,37.5,25.75,62,25.875,true
1687859192.11620844s,91.5,26.5,37.5,25.75,62,25.875,true
1687859192.124737359s,91.5,26.5,40.75,25.75,62,25.875,true
1687859192.132266287s,91.5,26.5,40.75,25.75,62,25.875,true
1687859192.140905206s,91.75,26.5,40.75,25.75,62,25.875,true
1687859192.148561133s,91.75,26.5,40.75,25.75,62,25.875,true
1687859192.157069052s,91.75,26.5,40.75,25.75,62,25.875,true
1687859192.164609981s,91.75,26.5,40.75,25.6875,62,25.875,true
1687859192.173262899s,91.75,26.5,40.75,25.6875,62,25.875,true
1687859192.180890826s,91.75,26.5,40.75,25.6875,62,25.875,true
1687859192.188557754s,91.75,26.5,40.75,25.6875,62,25.875,true
1687859192.197095673s,91.75,26.5,40,25.6875,62,25.875,true
1687859192.204618601s,91.75,26.5,40,25.6875,62,25.875,true
1687859192.212249529s,91.75,26.5,40,25.6875,62,25.875,true
1687859192.221159445s,91.75,26.5,40,25.6875,62,25.875,true
1687859192.228785372s,91.75,26.5,40,25.6875,61.25,25.875,true
1687859192.236336301s,91.75,26.5,40,25.75,61.25,25.875,true
1687859192.244942219s,91.75,26.5,40,25.75,61.25,25.875,true
1687859192.252467148s,91.75,26.5,40,25.75,61.25,25.875,true
1687859192.261125066s,91.75,26.5,40,25.75,61.25,25.875,true
1687859192.268771993s,91.75,26.5,37.75,25.75,61.25,25.875,true
1687859192.276315922s,91.75,26.5,37.75,25.75,61.25,25.875,true
1687859192.28488584s,91.75,26.5,37.75,25.75,61.25,25.875,true
1687859192.292405769s,91.75,26.5,37.75,25.75,61.25,25.875,true
1687859192.30076569s,91.75,26.5,37.75,25.75,63,25.875,true
1687859192.308396617s,91.75,26.5,37.75,25.75,63,25.875,true
1687859192.317279533s,91.75,26.5,37.75,25.75,63,25.875,true
1687859192.324179468s,91.75,26.5,37.75,25.75,63,25.875,true
1687859192.333014384s,91.75,26.5,37.75,25.75,63,25.875,true
1687859192.340942309s,91.75,26.5,37.75,25.75,63,25.875,true
1687859192.348897233s,91.75,26.5,39.5,25.75,63,25.875,true
1687859192.508589719s,92,26.5,38.5,25.75,63.25,25.875,true
1687859192.517661633s,92,26.5,38.5,25.75,63.25,25.875,true
1687859192.525155562s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.532990488s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.540656415s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.548294343s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.556798262s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.564360191s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.57284211s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.580486038s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.58866296s,92,26.5,38.5,25.75,63.5,25.875,true
1687859192.597203879s,92,26.5,38.5,25.75,62.75,25.875,true
1687859192.604724808s,92,26.5,38.5,25.75,62.75,25.875,true
1687859192.612835731s,92,26.5,38.5,25.75,62.75,25.875,true
1687859192.620476659s,92,26.5,38.5,25.75,62.75,25.875,true
1687859192.62872258s,92,26.5,38.5,25.75,62.75,25.875,true
1687859192.636856503s,92,26.5,38.5,25.75,62.75,25.875,true
1687859192.645823418s,92,26.5,41.5,25.75,62.75,25.875,true
1687859192.652915351s,92,26.5,41.5,25.75,62.75,25.875,true
1687859192.660541279s,92,26.5,41.5,25.75,62.75,25.875,true
1687859192.669162197s,92,26.5,41.5,25.75,62.75,25.875,true
1687859192.676702125s,92,26.5,41.5,25.75,62,25.875,true
1687859192.684253054s,92,26.5,41.5,25.75,62,25.875,true
1687859192.692792973s,92,26.5,41.5,25.75,62,25.875,true
1687859192.700391901s,92,26.5,41.5,25.75,62,25.875,true
1687859192.708973819s,92,26.5,41.5,25.75,62,25.875,true
1687859192.717647737s,92,26.5,39.25,25.75,62,25.875,true
1687859192.725346664s,92,26.5,39.25,25.75,62,25.875,true
1687859192.732907592s,92,26.5,39.25,25.75,62,25.875,true
1687859192.740381522s,92,26.5,39.25,25.75,62,25.875,true
1687859192.748263447s,92,26.5,39.25,25.75,62,25.875,true
1687859192.756791366s,92,26.5,39.25,25.75,62,25.875,true
1687859192.764368294s,92,26.5,39.25,25.75,62,25.875,true
1687859192.772860214s,92,26.5,39.25,25.75,62,25.875,true
1687859192.780441142s,92,26.5,39.25,25.75,62,25.875,true
1687859192.78904306s,92,26.5,37.25,25.75,62,25.875,true
1687859192.796593989s,92,26.5,37.25,25.75,62,25.875,true
1687859192.805160907s,92.25,26.5,37.25,25.75,62,25.875,true
1687859192.812645836s,92.25,26.5,37.25,25.75,62,25.875,true
1687859192.821050757s,92.25,26.5,37.25,25.75,62.75,25.875,true
1687859192.82916168s,92.25,26.5,37.25,25.75,62.75,25.875,true
1687859192.836662609s,92.25,26.5,37.25,25.75,62.75,25.875,true
1687859192.845235527s,92.25,26.5,37.25,25.75,62.75,25.875,true
1687859192.852761456s,92.25,26.5,37.25,25.75,62.75,25.875,true
1687859192.860337384s,92.25,26.5,37.25,25.75,62.75,25.875,true
1687859192.868915303s,92.25,26.5,40.25,25.75,62.75,25.875,true
1687859193.028871786s,92.5,26.5,38,25.75,63.25,25.875,true
1687859193.037588704s,92.5,26.5,38,25.75,63.25,25.875,true
1687859193.045119632s,92.5,26.5,38,25.75,63.5,25.875,true
1687859193.052646561s,92.5,26.5,38,25.75,63.5,25.875,true
1687859193.061106481s,92.5,26.5,38,25.75,63.5,25.875,true
1687859193.068717409s,92.5,26.5,38,25.75,63.5,25.875,true
1687859193.076257337s,92.5,26.5,38,25.75,63.5,25.875,true
1687859193.084786256s,92.5,26.5,38.75,25.75,63.5,25.875,true
1687859193.092281185s,92.5,26.5,38.75,25.75,63.5,25.875,true
1687859193.24470374s,92.5,26.5,39.5,25.75,63,25.875,true
1687859193.25314966s,92.5,26.5,39.5,25.75,63,25.875,true
1687859193.260713588s,92.5,26.5,39.5,25.75,63,25.875,true
1687859193.268321516s,92.5,26.5,39.5,25.75,62.75,25.875,true
1687859193.277029433s,92.5,26.5,39.5,25.75,62.75,25.875,true
1687859193.284590362s,92.5,26.5,39.5,25.75,62.75,25.875,true
1687859193.292681285s,92.5,26.5,39.5,25.75,62.75,25.875,true
1687859193.300331212s,92.5,26.5,39.5,25.75,62.75,25.875,true
1687859193.308947131s,92.5,26.5,38,25.75,62.75,25.875,true
1687859193.316518059s,92.5,26.5,38,25.75,62.75,25.875,true
1687859193.324980979s,92.75,26.5,38,25.75,62.75,25.875,true
1687859193.332506907s,92.75,26.5,38,25.75,62.75,25.875,true
1687859193.341108826s,92.75,26.5,38,25.75,62,25.875,true
1687859193.348768753s,92.75,26.5,38,25.75,62,25.875,true
1687859193.356287682s,92.75,26.5,38,25.75,62,25.875,true
1687859193.364800601s,92.75,26.5,38,25.75,62,25.875,true
1687859193.372445529s,92.75,26.5,38,25.75,62,25.875,true
1687859193.381152446s,92.75,26.5,40.75,25.75,62,25.875,true
1687859193.388798374s,92.75,26.5,40.75,25.75,62,25.875,true
1687859193.396450301s,92.75,26.5,40.75,25.75,62,25.875,true
1687859193.405221218s,92.75,26.5,40.75,25.75,62,25.875,true
1687859193.412768146s,92.75,26.5,40.75,25.75,62,25.875,true
1687859193.420642072s,92.75,26.5,40.75,25.75,62.75,25.875,true
1687859193.429031992s,92.75,26.5,40.75,25.75,62.75,25.875,true
1687859193.437160915s,92.75,26.5,40.75,25.75,62.75,25.875,true
1687859193.444717843s,92.75,26.5,40.75,25.75,62.75,25.875,true
1687859193.452242772s,92.75,26.5,40.75,25.75,62.75,25.875,true
1687859193.461038689s,92.75,26.5,40.25,25.75,62.75,25.875,true
1687859193.468661616s,92.75,26.5,40.25,25.75,62.75,25.875,true
1687859193.477192536s,92.75,26.5,40.25,25.75,62.75,25.875,true
1687859193.485307459s,92.75,26.5,40.25,25.75,62.75,25.875,true
1687859193.492866387s,92.75,26.5,40.25,25.75,62.25,25.875,true
1687859193.501447306s,92.75,26.5,40.25,25.75,62.25,25.875,true
1687859193.509057233s,92.75,26.5,40.25,25.75,62.25,25.875,true
1687859193.516994158s,92.75,26.5,40.25,25.75,62.25,25.875,true
1687859193.524622086s,92.75,26.5,40.25,25.75,62.25,25.875,true
1687859193.532738009s,92.75,26.5,37.5,25.75,62.25,25.875,true
1687859193.540335937s,92.75,26.5,37.5,25.75,62.25,25.875,true
1687859193.548587859s,92.75,26.5,37.5,25.75,62.25,25.875,true
1687859193.557099778s,92.75,26.5,37.5,25.75,62.25,25.875,true
1687859193.564668706s,92.75,26.5,37.5,25.75,62,25.875,true
1687859193.573190625s,92.75,26.5,37.5,25.75,62,25.875,true
1687859193.580944552s,92.75,26.5,37.5,25.75,62,25.875,true
1687859193.588689478s,92.75,26.5,37.5,25.75,62,25.875,true
1687859193.596769402s,92.75,26.5,37.5,25.75,62,25.875,true
1687859193.60431733s,92.75,26.5,40,25.75,62,25.875,true
1687859193.612835249s,92.75,26.5,40,25.75,62,25.875,true
1687859193.764559811s,93,26.5,38.75,25.75,63,25.875,true
1687859193.772687734s,93,26.5,38.75,25.75,63,25.875,true
1687859193.780954655s,93,26.5,38.75,25.75,63,25.875,true
1687859193.788622583s,93,26.5,38.75,25.75,62.75,25.875,true
1687859193.797159502s,93,26.5,38.75,25.75,62.75,25.875,true
1687859193.805017427s,93,26.5,38.75,25.75,62.75,25.875,true
1687859193.812531356s,93,26.5,38.75,25.75,62.75,25.875,true
1687859193.821149274s,93,26.5,38.75,25.75,62.75,25.875,true
1687859193.828363206s,93,26.5,38,25.75,62.75,25.875,true
1687859193.836429129s,93,26.5,38,25.75,62.75,25.875,true
1687859193.844995048s,93,26.5,38,25.75,62.75,25.875,true
1687859193.853136971s,93,26.5,38,25.75,62.75,25.875,true
1687859193.860760899s,93,26.5,38,25.75,61.5,25.875,true
1687859193.868347827s,93,26.5,38,25.75,61.5,25.875,true
1687859193.876850746s,93,26.5,38,25.75,61.5,25.875,true
1687859193.884416674s,93,26.5,38,25.75,61.5,25.875,true
1687859193.892909594s,93,26.5,38,25.75,61.5,25.875,true
1687859193.90075352s,93,26.5,41.75,25.75,61.5,25.875,true
1687859193.908549446s,93,26.5,41.75,25.75,61.5,25.875,true
1687859193.917078365s,93,26.5,41.75,25.75,61.5,25.875,true
1687859193.924691293s,93,26.5,41.75,25.75,61.5,25.875,true
1687859193.932217221s,93,26.5,41.75,25.75,61.5,25.875,true
1687859193.940951138s,93,26.5,41.75,25.75,61.75,25.875,true
1687859193.949151061s,93,26.5,41.75,25.75,61.75,25.875,true
1687859193.956687989s,93,26.5,41.75,25.75,61.75,25.875,true
1687859193.964231918s,93,26.5,41.75,25.75,61.75,25.875,true
1687859193.972799836s,93,26.5,40.25,25.75,61.75,25.875,true
1687859193.980428764s,93,26.5,40.25,25.75,61.75,25.875,true
1687859193.989051682s,93,26.5,40.25,25.75,61.75,25.875,true
1687859193.996585611s,93,26.5,40.25,25.75,61.75,25.875,true
1687859194.00510753s,93,26.5,40.25,25.75,61.75,25.875,true
1687859194.012650459s,93,26.5,40.25,25.75,62.25,25.875,true
1687859194.020359386s,93,26.5,40.25,25.75,62.25,25.875,true
1687859194.028663307s,93,26.5625,40.25,25.75,62.25,25.875,true
1687859194.036252235s,93,26.5625,40.25,25.75,62.25,25.875,true
1687859194.044833154s,93,26.5625,40.25,25.75,62.25,25.875,true
1687859194.052350082s,93,26.5625,37.75,25.75,62.25,25.875,true
1687859194.060999s,93,26.5625,37.75,25.75,62.25,25.875,true
1687859194.068601928s,93.25,26.5625,37.75,25.75,62.25,25.875,true
1687859194.076736851s,93.25,26.5625,37.75,25.75,62.25,25.875,true
1687859194.084418778s,93.25,26.5625,37.75,25.75,62.75,25.875,true
1687859194.092955697s,93.25,26.5625,37.75,25.75,62.75,25.875,true
1687859194.10106162s,93.25,26.5625,37.75,25.75,62.75,25.875,true
1687859194.108966545s,93.25,26.5,37.75,25.75,62.75,25.875,true
1687859194.116667472s,93.25,26.5,37.75,25.75,62.75,25.875,true
