time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118272.83599741s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.868258081s,28.25,27.1875,27,26.1875,27.25,26.375
1687118272.899955757s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118272.932062429s,28.25,27.25,27,26.1875,27.25,26.3125
1687118272.964789095s,28.25,27.25,27,26.1875,27.25,26.3125
1687118272.996030776s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.02887744s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118273.059934123s,28.25,27.1875,27,26.1875,27.25,26.375
1687118273.092646789s,28.25,27.1875,27,26.1875,27.25,26.375
1687118273.124761461s,28.25,27.1875,27,26.1875,27.25,26.375
1687118273.156561136s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.188784807s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.220494483s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118273.252573155s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118273.284288831s,28.25,27.1875,27,26.1875,27.25,26.375
1687118273.316787499s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.347875182s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.380153852s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.411907528s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.443773202s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.476385869s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.508413542s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.540043219s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.572033892s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.604658559s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.636686232s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.668324909s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118273.700236583s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118273.73184726s,28.25,27.1875,27,26.1875,27.25,26.375
1687118273.764760924s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.796663598s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.82877827s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.860361948s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.892272622s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.923865299s,28.25,27.25,27,26.1875,27.25,26.3125
1687118273.955772973s,28.25,27.25,27,26.1875,27.25,26.375
1687118273.988457639s,28.25,27.1875,27,26.1875,27.25,26.375
1687118274.020361313s,28.25,27.1875,27,26.125,27.25,26.3125
1687118274.05197899s,28.25,27.25,27,26.125,27.25,26.3125
